trend_peak_season,coeficient_peak_season,intercept_peak_season,all_peak_season,00s_peak_season,10s_peak_season,test_peak_season,eff_peak_season,trend_season_length,coeficient_season_length,intercept_season_length,all_season_length,00s_season_length,10s_season_length,test_season_length,eff_season_length,trend_size,coeficient_size,intercept_size,all_size,00s_size,10s_size,test_size,eff_size,trend_total_ba,coeficient_total_ba,intercept_total_ba,all_total_ba,00s_total_ba,10s_total_ba,test_total_ba,eff_total_ba,trend_n_fires,coeficient_n_fires,intercept_n_fires,all_n_fires,00s_n_fires,10s_n_fires,test_n_fires,eff_n_fires,trend_mx_grw,coeficient_mx_grw,intercept_mx_grw,all_mx_grw,00s_mx_grw,10s_mx_grw,test_mx_grw,eff_mx_grw,trend_dur,coeficient_dur,intercept_dur,all_dur,00s_dur,10s_dur,test_dur,eff_dur,trend_fsr,coeficient_fsr,intercept_fsr,all_fsr,00s_fsr,10s_fsr,test_fsr,eff_fsr,trend_log_size,coeficient_log_size,intercept_log_size,all_log_size,00s_log_size,10s_log_size,test_log_size,eff_log_size,trend_log_n_fires,coeficient_log_n_fires,intercept_log_n_fires,all_log_n_fires,00s_log_n_fires,10s_log_n_fires,test_log_n_fires,eff_log_n_fires,trend_log_mx_grw_km2,coeficient_log_mx_grw_km2,intercept_log_mx_grw_km2,all_log_mx_grw_km2,00s_log_mx_grw_km2,10s_log_mx_grw_km2,test_log_mx_grw_km2,eff_log_mx_grw_km2,trend_log_tba,coeficient_log_tba,intercept_log_tba,all_log_tba,00s_log_tba,10s_log_tba,test_log_tba,eff_log_tba,trend_log_dur,coeficient_log_dur,intercept_log_dur,all_log_dur,00s_log_dur,10s_log_dur,test_log_dur,eff_log_dur,trend_log_fsr_km2_dy,coeficient_log_fsr_km2_dy,intercept_log_fsr_km2_dy,all_log_fsr_km2_dy,00s_log_fsr_km2_dy,10s_log_fsr_km2_dy,test_log_fsr_km2_dy,eff_log_fsr_km2_dy,aoi,fire_rotation,koppen
NA,NA,NA,282.3,279.3,297.2,NA,NA,NA,NA,NA,29.76,30.83,18.63,NA,NA,NA,NA,NA,1.401,1.416,1.33,NA,NA,NA,NA,NA,47.63,39.65,7.978,NA,NA,NA,NA,NA,34,28,6,NA,NA,NA,NA,NA,4.312,4.492,3.47,NA,NA,NA,NA,NA,2.676,2.643,2.833,NA,NA,NA,NA,NA,2.296,2.294,2.306,NA,NA,NA,NA,NA,0.7365,0.7315,0.7596,NA,NA,NA,NA,NA,3.555,3.367,1.946,NA,NA,NA,NA,NA,1.378,1.377,1.382,NA,NA,NA,NA,NA,25.04,20.48,4.558,NA,NA,NA,NA,NA,1.162,1.149,1.22,NA,NA,NA,NA,NA,1.07,1.062,1.11,NA,NA,tajikistan_Boreal,61696.05049256215,Boreal
NA,NA,NA,230.5,240.8,195.8,NA,NA,NA,NA,NA,51.78,33.68,80.31,NA,NA,NA,NA,NA,3.52,3.667,3.098,NA,NA,NA,NA,NA,327.4,253,74.35,NA,NA,NA,NA,NA,93,69,24,NA,NA,NA,NA,NA,8.178,8.378,7.602,NA,NA,NA,NA,NA,3.258,3.029,3.917,NA,NA,NA,NA,NA,4.181,4.478,3.326,NA,NA,NA,NA,NA,1.179,1.182,1.168,NA,NA,NA,NA,NA,4.543,4.248,3.219,NA,NA,NA,NA,NA,1.826,1.834,1.805,NA,NA,NA,NA,NA,109.6,81.57,28.03,NA,NA,NA,NA,NA,1.33,1.278,1.478,NA,NA,NA,NA,NA,1.39,1.434,1.263,NA,NA,tajikistan_Temperate,8975.623262058729,Temperate
NA,NA,NA,296,252.7,300.1,NA,NA,NA,NA,NA,18.76,46.36,4.266,NA,NA,NA,NA,NA,0.6625,0.3306,0.7322,NA,NA,NA,NA,NA,64.93,5.62,59.31,NA,NA,NA,NA,NA,98,17,81,NA,NA,NA,NA,NA,1.365,1.086,1.423,NA,NA,NA,NA,NA,2.296,1.176,2.531,NA,NA,NA,NA,NA,0.9755,0.9681,0.9771,NA,NA,NA,NA,NA,0.4445,0.2626,0.4827,NA,NA,NA,NA,NA,4.595,2.89,4.407,NA,NA,NA,NA,NA,0.7887,0.6685,0.8139,NA,NA,NA,NA,NA,43.57,4.464,39.1,NA,NA,NA,NA,NA,1.041,0.7578,1.101,NA,NA,NA,NA,NA,0.6493,0.6394,0.6514,NA,NA,tajikistan_Polar,45254.09284634159,Polar
ns,NA,NA,245,245.5,244,ns,0.05203,ns,NA,NA,53.84,54.06,53.46,ns,0.07285,ns,NA,NA,1.377,1.425,1.303,-,0.02968,-,-379,771000,198900,124400,74420,ns,0.4267,-,-318.6,648900,144400,87300,57100,-,0.4891,-,-0.006853,14.53,0.788,0.8194,0.74,-,0.02433,-,-0.01278,27.53,1.805,1.845,1.742,-,0.03272,-,-0.001597,3.679,0.4761,0.4867,0.46,-,0.01471,-,-0.003912,8.383,0.5231,0.536,0.5035,-,0.02968,-,-0.04016,89.63,11.88,11.38,10.95,-,0.4891,-,-0.00261,5.668,0.4249,0.4339,0.4112,-,0.02433,-,-178.4,363000,75540,46790,28750,-,0.5515,-,-0.003333,7.635,0.9296,0.9399,0.9137,-,0.03272,-,-9.29e-4,2.204,0.3401,0.3444,0.3335,-,0.01471,tanzania_Temperate,98.20459097408252,Temperate
ns,NA,NA,204.6,207.8,200.1,ns,0.05203,-,-0.9162,1889,50.41,53.62,45.09,-,0.7805,+,0.1038,-205.9,3.104,2.8,3.671,+,0.04007,ns,NA,NA,201400,118200,83220,ns,0.3642,-,-128.7,261500,64890,42220,22670,-,0.6348,+,0.03554,-69.97,1.361,1.304,1.466,+,0.04466,+,0.0135,-25.13,2.016,1.958,2.124,+,0.03935,+,0.009991,-19.43,0.6639,0.6515,0.6871,+,0.04036,+,0.006703,-12.85,0.6325,0.6114,0.6719,+,0.04007,-,-0.04319,94.76,11.08,10.65,10.03,-,0.6348,+,0.005381,-10.34,0.5125,0.4975,0.5403,+,0.04466,-,-77.33,157400,41050,25810,15230,-,0.614,+,0.002294,-3.605,0.9767,0.963,1.002,+,0.03935,+,0.002353,-4.321,0.3926,0.3856,0.4057,+,0.04036,tanzania_Arid,96.9550114127475,Arid
+,0.7236,-1244,210.3,209.4,211.7,ns,0.1561,ns,NA,NA,45.38,44.79,46.2,ns,0.2185,ns,NA,NA,1.7,1.684,1.724,+,0.008306,-,-3626,7417000,2300000,1366000,933500,-,0.6764,-,-2419,4934000,1353000,811300,541600,-,0.6556,ns,NA,NA,0.903,0.9066,0.8976,-,0.003721,ns,NA,NA,1.882,1.878,1.889,+,0.006043,+,0.001454,-2.427,0.5052,0.5106,0.4973,-,0.008248,ns,NA,NA,0.542,0.5396,0.5455,+,0.008306,-,-0.03613,83.82,14.12,13.61,13.2,-,0.6556,ns,NA,NA,0.4386,0.4368,0.4413,+,0.003721,-,-1285,2621000,733200,437800,295400,-,0.6972,-,-5.649e-4,2.082,0.9422,0.9413,0.9435,+,0.006043,+,7.42e-4,-1.151,0.3449,0.3442,0.3461,+,0.008248,tanzania_Equatorial,8.492462777700934,Equatorial
ns,NA,NA,272,265.2,278.6,ns,0.07924,ns,NA,NA,21.48,26.76,11.43,ns,0.1524,ns,NA,NA,1.848,1.693,2.026,ns,0.06475,ns,NA,NA,231,113.4,117.5,ns,0.1263,ns,NA,NA,125,67,58,ns,0.07396,ns,NA,NA,0.7882,0.8042,0.7698,ns,0.02703,+,0.0235,-45.62,1.864,1.776,1.966,ns,0.1215,ns,NA,NA,0.4867,0.4986,0.4729,ns,0.0226,ns,NA,NA,0.5322,0.5282,0.5368,ns,0.06475,ns,NA,NA,4.836,4.22,4.078,ns,0.07396,ns,NA,NA,0.42,0.4286,0.4101,ns,0.02703,ns,NA,NA,66.52,35.39,31.13,ns,0.08417,+,0.007625,-14.42,0.9256,0.8946,0.9613,ns,0.1215,ns,NA,NA,0.3363,0.3452,0.3261,ns,0.0226,tanzania_Polar,84561.16472899291,Polar
+,0.9022,-1734,82.54,78.94,86.8,ns,0.3018,ns,NA,NA,82.86,82.73,82.81,ns,0.1769,ns,NA,NA,0.5363,0.5287,0.5456,ns,0.002019,ns,NA,NA,303300,164600,138700,ns,0.01041,ns,NA,NA,565500,311300,254100,ns,0.09366,ns,NA,NA,0.4365,0.4349,0.4384,ns,0.001668,+,9.806e-4,-0.7666,1.204,1.199,1.21,ns,0.00264,ns,NA,NA,0.3753,0.3758,0.3747,ns,0.001907,ns,NA,NA,0.3453,0.3446,0.3461,ns,0.002019,ns,NA,NA,13.25,12.65,12.45,ns,0.09366,ns,NA,NA,0.3132,0.3131,0.3133,ns,0.001668,ns,NA,NA,195300,107300,87950,ns,0.03122,+,2.671e-4,0.2291,0.7664,0.7651,0.768,ns,0.00264,ns,NA,NA,0.292,0.2924,0.2916,ns,0.001907,thailand_Equatorial,35.115576226337346,Equatorial
+,0.7863,-1499,86.5,83.08,90.85,ns,0.1977,ns,NA,NA,26.62,27.25,25.13,ns,0.2185,ns,NA,NA,0.4556,0.448,0.4656,ns,0.01538,ns,NA,NA,5186,2904,2282,ns,0.1145,ns,NA,NA,11380,6482,4901,ns,0.09366,ns,NA,NA,0.396,0.4013,0.389,ns,0.001529,ns,NA,NA,1.197,1.189,1.206,ns,0.009373,ns,NA,NA,0.3475,0.3532,0.3399,ns,0.001888,ns,NA,NA,0.319,0.3172,0.3213,ns,0.01538,ns,NA,NA,9.34,8.777,8.497,ns,0.09366,ns,NA,NA,0.2971,0.299,0.2947,ns,0.001529,ns,NA,NA,3631,2056,1575,ns,0.09366,ns,NA,NA,0.7641,0.7618,0.7672,ns,0.009373,ns,NA,NA,0.2777,0.2801,0.2745,ns,0.001888,thailand_Temperate,2053.5189638411603,Temperate
-,-3.892,8088,248.5,263.6,224.3,ns,0.281,+,1.519,-2911,148.6,140.5,158,ns,0.281,ns,NA,NA,1.39,1.433,1.325,ns,0.001658,-,-278.6,571900,230500,142200,88300,-,0.614,-,-114.7,238300,165900,99250,66620,ns,0.4059,ns,NA,NA,0.8819,0.9163,0.8306,ns,0.003735,ns,NA,NA,1.896,1.893,1.901,+,0.005338,ns,NA,NA,0.4715,0.4788,0.4607,-,0.005571,ns,NA,NA,0.5208,0.5234,0.517,ns,0.001659,-,-0.01513,39.36,12.02,11.51,11.11,ns,0.4059,ns,NA,NA,0.4308,0.4339,0.4263,ns,0.003735,-,-64.45,133800,86390,51940,34450,ns,0.4059,ns,NA,NA,0.9514,0.9499,0.9536,+,0.005338,ns,NA,NA,0.3367,0.3395,0.3327,-,0.005571,togo_Equatorial,5.11915953275119,Equatorial
ns,NA,NA,222.9,227,221.4,ns,0.2602,ns,NA,NA,23.05,31.12,18.91,ns,0.2393,+,0.06718,-133.8,2.07,1.564,2.361,+,0.1404,+,3.304,-6620,759.8,209.6,550.2,ns,0.4475,+,1.176,-2349,367,134,233,ns,0.3862,+,0.03961,-78.7,1.375,0.9483,1.621,+,0.1181,+,0.06533,-127.9,3.621,3.284,3.815,ns,0.07492,+,0.01098,-21.59,0.5566,0.4699,0.6064,+,0.1121,+,0.0201,-39.67,0.8211,0.7083,0.8861,+,0.1404,+,0.07277,-143.8,5.908,4.905,5.455,ns,0.3862,+,0.01519,-30,0.6469,0.5562,0.699,+,0.1181,+,0.9993,-2000,301.4,94.91,206.5,ns,0.4475,+,0.01579,-30.43,1.332,1.256,1.375,ns,0.07492,+,0.00824,-16.22,0.3921,0.3558,0.413,+,0.1121,tunisia_Temperate,4257.549717253721,Temperate
-,-3.532,7334,221.8,261.7,214,-,0.614,ns,NA,NA,39.27,45.92,32.55,ns,0.1977,+,0.2795,-559.7,3.13,1.367,4.188,+,0.3212,+,4.313,-8652,826.4,135.3,691,+,0.6348,+,0.95,-1898,264,99,165,ns,0.4282,+,0.101,-201.6,1.579,1.023,1.912,+,0.277,+,0.2151,-429,3.61,2.04,4.552,+,0.3719,ns,NA,NA,0.7012,0.6936,0.7057,+,0.2041,+,0.04854,-96.55,0.9649,0.6285,1.167,+,0.3212,+,0.06641,-131,5.58,4.605,5.112,ns,0.4282,+,0.03346,-66.56,0.7241,0.5358,0.837,+,0.277,+,1.42,-2846,254.7,62.22,192.5,+,0.5932,+,0.03917,-77.37,1.306,0.9965,1.491,+,0.3719,ns,NA,NA,0.4595,0.4257,0.4797,+,0.2041,tunisia_Arid,3914.578553905752,Arid
+,1.982,-3755,230.8,227.6,233.9,ns,0.4475,+,1.013,-1986,57.27,53.01,61,ns,0.4475,-,-0.01873,39.51,1.873,1.912,1.836,-,0.04802,+,123.3,-244100,84120,41660,42460,ns,0.1561,+,55.56,-109600,44920,21790,23130,ns,0.281,-,-0.004867,10.66,0.8828,0.9152,0.8522,-,0.04006,-,-0.01461,32.37,3.08,3.186,2.981,-,0.03893,-,-0.001696,3.804,0.4047,0.4191,0.3911,-,0.0325,-,-0.004651,9.945,0.598,0.6282,0.5696,-,0.04802,+,0.0239,-40.43,10.71,9.989,10.05,ns,0.281,-,-0.002413,5.284,0.4415,0.4611,0.423,-,0.04006,+,20.79,-40420,26860,13690,13170,ns,0.1353,-,-0.0042,9.602,1.164,1.189,1.141,-,0.03893,-,-0.001433,3.187,0.298,0.3075,0.289,-,0.0325,turkey_Temperate,191.43239324413244,Temperate
+,2.241,-4265,244.9,243.7,249.8,ns,0.4475,+,2.203,-4391,37.83,29.11,61.24,+,0.5932,-,-0.08266,168.3,2.149,2.375,1.554,-,0.1488,-,-57.84,116800,23780,19050,4735,ns,0.4267,-,-23.81,48480,11070,8020,3047,ns,0.281,-,-0.04004,81.65,1.139,1.245,0.86,-,0.118,-,-0.02592,55.3,3.439,3.524,3.217,-,0.06617,-,-0.01596,32.57,0.5183,0.5577,0.4147,-,0.1155,-,-0.02021,41.39,0.7806,0.8273,0.6578,-,0.1488,-,-0.05538,117.7,9.312,8.99,8.022,ns,0.281,-,-0.01486,30.37,0.5784,0.6129,0.4875,-,0.118,-,-20.65,41730,8639,6635,2004,ns,0.385,-,-0.007851,17.05,1.268,1.289,1.212,-,0.06617,-,-0.008504,17.45,0.3689,0.3887,0.3168,-,0.1155,turkey_Arid,677.1040008441834,Arid
ns,NA,NA,236.9,238.7,234,ns,0.2393,+,0.7641,-1504,36.39,32.41,42.02,+,0.5932,-,-0.03421,70.41,1.671,1.906,1.387,ns,0.03628,ns,NA,NA,5250,3275,1975,ns,0.09366,+,3.875,-7637,3142,1718,1424,ns,0.02082,ns,NA,NA,0.9059,0.9637,0.8362,ns,0.03729,-,-0.03033,63.89,3.021,3.137,2.881,ns,0.02691,ns,NA,NA,0.4559,0.4738,0.4343,ns,0.032,-,-0.005075,10.86,0.679,0.7083,0.6436,ns,0.03628,+,0.02833,-51.77,8.053,7.449,7.262,ns,0.02082,ns,NA,NA,0.5049,0.5218,0.4845,ns,0.03729,ns,NA,NA,2133,1217,916.5,ns,0.01041,-,-0.006181,13.64,1.196,1.206,1.183,ns,0.02691,ns,NA,NA,0.3397,0.3492,0.3282,ns,0.032,turkey_Boreal,3067.1266463421543,Boreal
+,0.9433,-1709,197.9,183.1,205.3,ns,0.3927,ns,NA,NA,42.62,32.88,45.65,ns,0.196,ns,NA,NA,0.3611,0.3028,0.3996,ns,0.1132,ns,NA,NA,31.78,10.6,21.18,ns,0.2615,ns,NA,NA,88,35,53,ns,0.2737,ns,NA,NA,0.2488,0.2453,0.2511,ns,0.005391,+,0.05768,-114.1,2.273,1.771,2.604,ns,0.1664,ns,NA,NA,0.2023,0.2157,0.1934,ns,0.1597,ns,NA,NA,0.2948,0.2593,0.3182,ns,0.1132,ns,NA,NA,4.489,3.584,3.989,ns,0.2737,ns,NA,NA,0.2201,0.2177,0.2217,ns,0.005391,ns,NA,NA,25.94,9.077,16.87,ns,0.2824,+,0.01492,-29.06,1.035,0.9063,1.12,ns,0.1664,ns,NA,NA,0.182,0.1933,0.1745,ns,0.1597,turkey_Polar,506726.57054915006,Polar
-,-1.606,3406,164.9,184.7,146.7,ns,0.1977,ns,NA,NA,87.89,81.65,89.47,ns,0.03122,ns,NA,NA,2.181,2.125,2.234,ns,0.01236,ns,NA,NA,21140,10100,11040,ns,0.03122,ns,NA,NA,9694,4752,4942,ns,0.1145,ns,NA,NA,2.479,2.408,2.548,ns,0.01269,ns,NA,NA,2.967,2.963,2.971,ns,2.632e-4,ns,NA,NA,1.028,1.026,1.029,ns,0.00645,ns,NA,NA,0.63,0.6374,0.6229,ns,0.01236,ns,NA,NA,9.179,8.467,8.506,ns,0.1145,ns,NA,NA,0.6061,0.6065,0.6057,ns,0.01269,ns,NA,NA,6108,3029,3079,ns,0.07285,ns,NA,NA,1.171,1.174,1.168,ns,2.632e-4,ns,NA,NA,0.4349,0.4376,0.4323,ns,0.00645,turkmenistan_Arid,459.7161144865965,Arid
ns,NA,NA,186.1,184.5,190.1,ns,0.09262,ns,NA,NA,36.28,36.6,35.19,ns,0.2398,ns,NA,NA,29.6,32.21,24.83,ns,0.04265999999999999,ns,NA,NA,8287,5829,2458,ns,0.1145,-,-0.5,1020,280,181,99,ns,0.09405,ns,NA,NA,44.34,49.5,34.91,ns,0.001347,ns,NA,NA,3.175,3.138,3.242,ns,0.05165,ns,NA,NA,15.3,16.52,13.05,ns,0.01886,+,0.02923,-56.88,1.884,1.841,1.963,ns,0.04265999999999999,ns,NA,NA,5.638,5.204,4.605,ns,0.09405,ns,NA,NA,2.299,2.283,2.329,ns,0.001347,-,-0.6702,1391,527.5,333.2,194.3,ns,0.1145,+,0.00729,-13.33,1.261,1.235,1.309,ns,0.05165,ns,NA,NA,1.808,1.811,1.802,ns,0.01886,turkmenistan_Temperate,1172.6686428439923,Temperate
NA,NA,NA,129,129,NA,NA,NA,NA,NA,NA,-0,-0,NA,NA,NA,NA,NA,NA,0.6495,0.6495,NA,NA,NA,NA,NA,NA,0.6495,0.6495,0,NA,NA,NA,NA,NA,1,1,0,NA,NA,NA,NA,NA,2.576,2.576,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,2.576,2.576,NA,NA,NA,NA,NA,NA,0.5005,0.5005,NA,NA,NA,NA,NA,NA,0.6931,0.6931,0,NA,NA,NA,NA,NA,1.274,1.274,NA,NA,NA,NA,NA,NA,0.5005,0.5005,0,NA,NA,NA,NA,NA,0.6931,0.6931,NA,NA,NA,NA,NA,NA,1.274,1.274,NA,NA,NA,turkmenistan_Boreal,14961593.831583451,Boreal
-,-4.574,9380,193.2,215.1,159.1,-,0.6348,ns,NA,NA,153.8,151,151.7,ns,0.01041,-,-0.0573,116.9,1.78,2.002,1.518,-,0.0056,-,-1104,2249000,594200,361600,232600,ns,0.281,ns,NA,NA,333800,180600,153200,ns,0.09366,-,-0.01793,36.97,0.9553,1.035,0.8613,-,0.003979,ns,NA,NA,1.962,1.972,1.951,ns,0.002713,-,-0.003919,8.388,0.515,0.5382,0.4876,ns,7.439e-4,-,-0.002637,5.871,0.5637,0.5747,0.5506,-,0.0056,ns,NA,NA,12.72,12.1,11.94,ns,0.09366,-,-0.001349,3.169,0.4599,0.4697,0.4483,-,0.003979,ns,NA,NA,188100,103800,84340,ns,0.1145,ns,NA,NA,0.9589,0.9595,0.9582,ns,0.002713,-,-0.001171,2.708,0.3554,0.362,0.3477,ns,7.439e-4,uganda_Equatorial,8.429393426908645,Equatorial
-,-5.34,10850,104.6,134.3,72.43,ns,0.3434,-,-4.116,8387,120.9,130.9,99.65,ns,0.281,ns,NA,NA,0.8589,0.803,0.9288,ns,0.03732,ns,NA,NA,1660,862.4,797.9,ns,0.03122,-,-3,6146,1933,1074,859,ns,0.08334,ns,NA,NA,0.5655,0.5402,0.597,ns,0.002611,+,0.01256,-23.41,1.845,1.788,1.916,ns,0.03767,ns,NA,NA,0.379,0.3782,0.3799,ns,7.717e-4,+,0.005349,-10.34,0.4557,0.4459,0.4679,ns,0.03732,-,-0.02823,61.42,7.567,6.98,6.757,ns,0.08334,ns,NA,NA,0.3692,0.3689,0.3697,ns,0.002611,ns,NA,NA,880.8,478.9,402,ns,0.03122,+,0.004245,-7.563,0.9434,0.9277,0.963,ns,0.03767,ns,NA,NA,0.2972,0.2993,0.2946,ns,7.717e-4,uganda_Temperate,3016.6790746304737,Temperate
ns,NA,NA,53.33,51.74,53.87,ns,0.01707,ns,NA,NA,25.25,18.2,27.24,ns,0.1394,ns,NA,NA,1.26,0.936,1.427,ns,0.1182,+,0.1617,-322.6,259.5,65.52,194,ns,0.0523,ns,NA,NA,206,70,136,ns,0.06286,ns,NA,NA,0.7034,0.6746,0.7182,ns,0.0487,ns,NA,NA,2.058,2,2.088,ns,0.08663,ns,NA,NA,0.429,0.4348,0.4261,ns,0.02047,ns,NA,NA,0.5261,0.5392,0.5194,ns,0.1182,ns,NA,NA,5.333,4.263,4.92,ns,0.06286,ns,NA,NA,0.414,0.4221,0.4097,ns,0.0487,ns,NA,NA,108.4,37.75,70.64,ns,0.0523,ns,NA,NA,1.002,1.022,0.9912,ns,0.08663,ns,NA,NA,0.3199,0.324,0.3178,ns,0.02047,uganda_Polar,19298.242587474855,Polar
ns,NA,NA,101.8,187.5,52.23,ns,0.1634,+,2.989,-5991,120.5,135.9,74.86,ns,0.3233,ns,NA,NA,0.8992,0.8086,0.9615,ns,0.09787,ns,NA,NA,170,62.26,107.7,ns,0.1561,+,0.2917,-577.8,189,77,112,ns,0.2611,ns,NA,NA,1.093,0.736,1.338,ns,0.0427,ns,NA,NA,2.164,1.909,2.339,ns,0.04223,ns,NA,NA,0.5903,0.4973,0.6542,ns,0.08622,ns,NA,NA,0.4829,0.4754,0.488,ns,0.09787,+,0.04542,-89.54,5.247,4.357,4.727,ns,0.2611,ns,NA,NA,0.5306,0.4722,0.5707,ns,0.0427,ns,NA,NA,91.26,36.61,54.65,ns,0.2185,ns,NA,NA,1.025,0.9734,1.06,ns,0.04223,ns,NA,NA,0.3951,0.3734,0.4101,ns,0.08622,uganda_Arid,29470.36936271831,Arid
ns,NA,NA,200.8,201.8,199.4,ns,0.3642,ns,NA,NA,42.46,43.53,40.76,ns,0.1145,ns,NA,NA,0.8999,0.9003,0.8994,ns,0.00309,ns,NA,NA,57550,34480,23070,ns,0.07285,ns,NA,NA,63940,38300,25640,ns,0.05203,ns,NA,NA,0.9233,0.9114,0.9411,+,0.0423,ns,NA,NA,2.853,2.847,2.862,ns,0.001085,ns,NA,NA,0.5453,0.5471,0.5427,-,0.05032,ns,NA,NA,0.4762,0.4785,0.4727,ns,0.00309,ns,NA,NA,11.07,10.55,10.15,ns,0.05203,ns,NA,NA,0.5221,0.5176,0.5288,+,0.0423,ns,NA,NA,30450,18330,12120,ns,0.05203,ns,NA,NA,1.115,1.114,1.117,ns,0.001085,ns,NA,NA,0.3892,0.387,0.3925,+,0.05032,ukraine_Arid,204.59047308714167,Arid
ns,NA,NA,194.1,190.1,200.1,ns,0.1145,+,1.096,-2131,73.4,68.64,79.53,ns,0.4059,+,0.01317,-25.55,0.944,0.9062,1.006,+,0.01204,ns,NA,NA,326200,194300,131900,ns,0.05203,ns,NA,NA,345600,214400,131200,ns,0.1561,+,0.01362,-26.56,0.8221,0.7557,0.9305,+,0.05534,ns,NA,NA,2.919,2.947,2.872,-,0.01098,+,0.009275,-18.18,0.4638,0.4338,0.5129,+,0.06866,+,0.002645,-4.836,0.4814,0.4746,0.4925,+,0.01204,ns,NA,NA,12.75,12.28,11.78,ns,0.1561,+,0.004509,-8.568,0.4711,0.4517,0.5028,+,0.05534,ns,NA,NA,166400,101700,64610,ns,0.1353,-,-0.001885,4.908,1.123,1.128,1.113,-,0.01098,+,0.00423,-8.148,0.3419,0.3273,0.3657,+,0.06866,ukraine_Boreal,36.09227296985338,Boreal
NA,NA,NA,194.7,64.04,206.1,NA,NA,NA,NA,NA,98.68,NA,92.42,NA,NA,NA,NA,NA,0.9792,0.2884,1.238,NA,NA,NA,NA,NA,10.77,0.8651,9.906,NA,NA,NA,NA,NA,11,3,8,NA,NA,NA,NA,NA,1.99,0.644,2.495,NA,NA,NA,NA,NA,2.273,2.333,2.25,NA,NA,NA,NA,NA,1.163,0.5152,1.406,NA,NA,NA,NA,NA,0.473,0.2504,0.5565,NA,NA,NA,NA,NA,2.485,1.386,2.197,NA,NA,NA,NA,NA,0.7962,0.4971,0.9084,NA,NA,NA,NA,NA,5.203,0.7511,4.452,NA,NA,NA,NA,NA,1.076,1.059,1.082,NA,NA,NA,NA,NA,0.6077,0.4078,0.6826,NA,NA,united_arab_emirates_Arid,136643.43034067345,Arid
ns,NA,NA,113.7,109.1,120.8,ns,0.08964,ns,NA,NA,43.02,43.75,40.92,ns,0.272,ns,NA,NA,1.463,1.361,1.655,ns,0.02054,ns,NA,NA,778.1,473.6,304.5,ns,0.1356,ns,NA,NA,532,348,184,ns,0.1878,+,0.06142,-122.5,1.022,0.9549,1.148,ns,0.05872,ns,NA,NA,3.165,3.135,3.223,ns,0.009141,+,0.0225,-44.72,0.4767,0.4628,0.5029,ns,0.08054,ns,NA,NA,0.602,0.5967,0.6121,ns,0.02054,ns,NA,NA,6.279,5.855,5.22,ns,0.1878,+,0.01859,-36.87,0.519,0.4969,0.5609,ns,0.05872,ns,NA,NA,320.3,207.7,112.6,ns,0.1773,ns,NA,NA,1.189,1.188,1.191,ns,0.009141,+,0.01259,-24.85,0.3419,0.3307,0.3632,ns,0.08054,united_kingdom_Temperate,6359.206046866451,Temperate
NA,NA,NA,81.92,80.81,104,NA,NA,NA,NA,NA,11.04,9.823,-0,NA,NA,NA,NA,NA,0.3781,0.3927,0.2165,NA,NA,NA,NA,NA,4.537,4.32,0.2165,NA,NA,NA,NA,NA,12,11,1,NA,NA,NA,NA,NA,0.2862,0.2927,0.2147,NA,NA,NA,NA,NA,1.25,1.273,1,NA,NA,NA,NA,NA,0.2415,0.2439,0.2147,NA,NA,NA,NA,NA,0.2754,0.2826,0.196,NA,NA,NA,NA,NA,2.565,2.485,0.6931,NA,NA,NA,NA,NA,0.239,0.2431,0.1945,NA,NA,NA,NA,NA,3.305,3.109,0.196,NA,NA,NA,NA,NA,0.7695,0.7764,0.6931,NA,NA,NA,NA,NA,0.2141,0.2158,0.1945,NA,NA,united_kingdom_Boreal,1090641.8660185535,Boreal
NA,NA,NA,102.9,102.2,111,NA,NA,NA,NA,NA,8.733,8.777,-0,NA,NA,NA,NA,NA,0.2362,0.2382,0.2165,NA,NA,NA,NA,NA,2.598,2.382,0.2165,NA,NA,NA,NA,NA,11,10,1,NA,NA,NA,NA,NA,0.2537,0.2576,0.2147,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,0.2537,0.2576,0.2147,NA,NA,NA,NA,NA,0.2109,0.2124,0.196,NA,NA,NA,NA,NA,2.485,2.398,0.6931,NA,NA,NA,NA,NA,0.2241,0.227,0.1945,NA,NA,NA,NA,NA,2.32,2.124,0.196,NA,NA,NA,NA,NA,0.6931,0.6931,0.6931,NA,NA,NA,NA,NA,0.2241,0.227,0.1945,NA,NA,united_kingdom_Polar,1904332.4236356465,Polar
